시도,시군구,소속기관,인원장비,관리인원or장비_대수,year
경남,합천군,자치단체,손수레(대),33,2018
제주,제주시,자치단체,손수레(대),0,2018
제주,서귀포시,자치단체,손수레(대),0,2018
강원,춘천시,자치단체,손수레(대),60,2018
강원,원주시,자치단체,손수레(대),118,2018
강원,강릉시,자치단체,손수레(대),92,2018
강원,동해시,자치단체,손수레(대),50,2018
강원,태백시,자치단체,손수레(대),0,2018
강원,속초시,자치단체,손수레(대),45,2018
강원,삼척시,자치단체,손수레(대),12,2018
강원,홍천군,자치단체,손수레(대),0,2018
강원,횡성군,자치단체,손수레(대),25,2018
강원,영월군,자치단체,손수레(대),0,2018
강원,평창군,자치단체,손수레(대),0,2018
강원,정선군,자치단체,손수레(대),25,2018
강원,철원군,자치단체,손수레(대),0,2018
강원,화천군,자치단체,손수레(대),0,2018
강원,양구군,자치단체,손수레(대),0,2018
강원,인제군,자치단체,손수레(대),0,2018
강원,고성군,자치단체,손수레(대),0,2018
강원,양양군,자치단체,손수레(대),0,2018
서울,종로구,처리업체,인원(명),120,2018
서울,중구,처리업체,인원(명),0,2018
서울,용산구,처리업체,인원(명),166,2018
서울,성동구,처리업체,인원(명),0,2018
서울,광진구,처리업체,인원(명),0,2018
서울,동대문구,처리업체,인원(명),144,2018
서울,중랑구,처리업체,인원(명),159,2018
서울,성북구,처리업체,인원(명),106,2018
서울,강북구,처리업체,인원(명),102,2018
서울,도봉구,처리업체,인원(명),78,2018
서울,노원구,처리업체,인원(명),82,2018
서울,은평구,처리업체,인원(명),142,2018
서울,서대문구,처리업체,인원(명),0,2018
서울,마포구,처리업체,인원(명),160,2018
서울,양천구,처리업체,인원(명),108,2018
서울,강서구,처리업체,인원(명),122,2018
서울,구로구,처리업체,인원(명),110,2018
서울,금천구,처리업체,인원(명),84,2018
서울,영등포구,처리업체,인원(명),142,2018
서울,동작구,처리업체,인원(명),0,2018
서울,관악구,처리업체,인원(명),104,2018
서울,서초구,처리업체,인원(명),0,2018
서울,강남구,처리업체,인원(명),535,2018
서울,송파구,처리업체,인원(명),188,2018
서울,강동구,처리업체,인원(명),109,2018
부산,중구,처리업체,인원(명),0,2018
부산,서구,처리업체,인원(명),0,2018
부산,동구,처리업체,인원(명),0,2018
부산,영도구,처리업체,인원(명),0,2018
부산,부산진구,처리업체,인원(명),0,2018
부산,동래구,처리업체,인원(명),0,2018
부산,남구,처리업체,인원(명),0,2018
부산,북구,처리업체,인원(명),0,2018
부산,해운대구,처리업체,인원(명),0,2018
부산,사하구,처리업체,인원(명),0,2018
부산,금정구,처리업체,인원(명),0,2018
부산,강서구,처리업체,인원(명),0,2018
부산,연제구,처리업체,인원(명),0,2018
부산,수영구,처리업체,인원(명),0,2018
부산,사상구,처리업체,인원(명),0,2018
부산,기장군,처리업체,인원(명),0,2018
대구,중구,처리업체,인원(명),0,2018
대구,동구,처리업체,인원(명),130,2018
대구,서구,처리업체,인원(명),27,2018
대구,남구,처리업체,인원(명),0,2018
대구,북구,처리업체,인원(명),137,2018
대구,수성구,처리업체,인원(명),46,2018
대구,달서구,처리업체,인원(명),122,2018
대구,달성군,처리업체,인원(명),20,2018
대구,군위군,처리업체,인원(명),28,2018
인천,중구,처리업체,인원(명),68,2018
인천,동구,처리업체,인원(명),28,2018
인천,미추홀구,처리업체,인원(명),118,2018
인천,연수구,처리업체,인원(명),77,2018
인천,남동구,처리업체,인원(명),115,2018
인천,부평구,처리업체,인원(명),121,2018
인천,계양구,처리업체,인원(명),81,2018
인천,서구,처리업체,인원(명),99,2018
인천,강화군,처리업체,인원(명),0,2018
인천,옹진군,처리업체,인원(명),4,2018
광주,동구,처리업체,인원(명),0,2018
광주,서구,처리업체,인원(명),0,2018
광주,남구,처리업체,인원(명),0,2018
광주,북구,처리업체,인원(명),0,2018
광주,광산구,처리업체,인원(명),0,2018
대전,동구,처리업체,인원(명),91,2018
대전,중구,처리업체,인원(명),69,2018
대전,서구,처리업체,인원(명),106,2018
대전,유성구,처리업체,인원(명),84,2018
대전,대덕구,처리업체,인원(명),56,2018
울산,중구,처리업체,인원(명),63,2018
울산,남구,처리업체,인원(명),151,2018
울산,동구,처리업체,인원(명),39,2018
울산,북구,처리업체,인원(명),45,2018
울산,울주군,처리업체,인원(명),76,2018
세종,세종특별자치시,처리업체,인원(명),0,2018
경기,수원시,처리업체,인원(명),0,2018
경기,성남시,처리업체,인원(명),564,2018
경기,의정부시,처리업체,인원(명),191,2018
경기,안양시,처리업체,인원(명),0,2018
경기,부천시,처리업체,인원(명),0,2018
경기,광명시,처리업체,인원(명),163,2018
경기,평택시,처리업체,인원(명),383,2018
경기,동두천시,처리업체,인원(명),43,2018
경기,안산시,처리업체,인원(명),0,2018
경기,고양시,처리업체,인원(명),466,2018
경기,과천시,처리업체,인원(명),37,2018
경기,구리시,처리업체,인원(명),67,2018
경기,남양주시,처리업체,인원(명),179,2018
경기,오산시,처리업체,인원(명),82,2018
경기,시흥시,처리업체,인원(명),218,2018
경기,군포시,처리업체,인원(명),0,2018
경기,의왕시,처리업체,인원(명),0,2018
경기,하남시,처리업체,인원(명),0,2018
경기,용인시,처리업체,인원(명),364,2018
경기,파주시,처리업체,인원(명),289,2018
경기,이천시,처리업체,인원(명),117,2018
경기,안성시,처리업체,인원(명),0,2018
경기,김포시,처리업체,인원(명),92,2018
경기,화성시,처리업체,인원(명),406,2018
경기,광주시,처리업체,인원(명),0,2018
경기,양주시,처리업체,인원(명),83,2018
경기,포천시,처리업체,인원(명),77,2018
경기,여주시,처리업체,인원(명),0,2018
경기,연천군,처리업체,인원(명),0,2018
경기,가평군,처리업체,인원(명),67,2018
경기,양평군,처리업체,인원(명),0,2018
충북,청주시,처리업체,인원(명),188,2018
충북,충주시,처리업체,인원(명),89,2018
충북,제천시,처리업체,인원(명),46,2018
충북,보은군,처리업체,인원(명),33,2018
충북,옥천군,처리업체,인원(명),37,2018
충북,영동군,처리업체,인원(명),14,2018
충북,증평군,처리업체,인원(명),32,2018
충북,진천군,처리업체,인원(명),62,2018
충북,괴산군,처리업체,인원(명),12,2018
충북,음성군,처리업체,인원(명),76,2018
충북,단양군,처리업체,인원(명),0,2018
충남,천안시,처리업체,인원(명),289,2018
충남,공주시,처리업체,인원(명),0,2018
충남,보령시,처리업체,인원(명),45,2018
충남,아산시,처리업체,인원(명),152,2018
충남,서산시,처리업체,인원(명),0,2018
충남,논산시,처리업체,인원(명),92,2018
충남,계룡시,처리업체,인원(명),0,2018
충남,당진시,처리업체,인원(명),65,2018
충남,금산군,처리업체,인원(명),0,2018
충남,부여군,처리업체,인원(명),78,2018
충남,서천군,처리업체,인원(명),0,2018
충남,청양군,처리업체,인원(명),0,2018
충남,홍성군,처리업체,인원(명),46,2018
충남,예산군,처리업체,인원(명),6,2018
충남,태안군,처리업체,인원(명),24,2018
전북,전주시,처리업체,인원(명),407,2018
전북,군산시,처리업체,인원(명),292,2018
전북,익산시,처리업체,인원(명),84,2018
전북,정읍시,처리업체,인원(명),46,2018
전북,남원시,처리업체,인원(명),0,2018
전북,김제시,처리업체,인원(명),0,2018
전북,완주군,처리업체,인원(명),13,2018
전북,진안군,처리업체,인원(명),0,2018
전북,무주군,처리업체,인원(명),0,2018
전북,장수군,처리업체,인원(명),5,2018
전북,임실군,처리업체,인원(명),0,2018
전북,순창군,처리업체,인원(명),0,2018
전북,고창군,처리업체,인원(명),0,2018
전북,부안군,처리업체,인원(명),0,2018
전남,목포시,처리업체,인원(명),23,2018
전남,여수시,처리업체,인원(명),0,2018
전남,순천시,처리업체,인원(명),90,2018
전남,나주시,처리업체,인원(명),11,2018
전남,광양시,처리업체,인원(명),115,2018
전남,담양군,처리업체,인원(명),51,2018
전남,곡성군,처리업체,인원(명),8,2018
전남,구례군,처리업체,인원(명),0,2018
전남,고흥군,처리업체,인원(명),0,2018
전남,보성군,처리업체,인원(명),0,2018
전남,화순군,처리업체,인원(명),0,2018
전남,장흥군,처리업체,인원(명),0,2018
전남,강진군,처리업체,인원(명),0,2018
전남,해남군,처리업체,인원(명),0,2018
전남,영암군,처리업체,인원(명),0,2018
전남,무안군,처리업체,인원(명),6,2018
전남,함평군,처리업체,인원(명),0,2018
전남,영광군,처리업체,인원(명),0,2018
전남,장성군,처리업체,인원(명),0,2018
전남,완도군,처리업체,인원(명),0,2018
전남,진도군,처리업체,인원(명),0,2018
전남,신안군,처리업체,인원(명),0,2018
경북,포항시,처리업체,인원(명),61,2018
경북,경주시,처리업체,인원(명),78,2018
경북,김천시,처리업체,인원(명),22,2018
경북,안동시,처리업체,인원(명),38,2018
경북,구미시,처리업체,인원(명),119,2018
경북,영주시,처리업체,인원(명),44,2018
경북,영천시,처리업체,인원(명),16,2018
경북,상주시,처리업체,인원(명),0,2018
경북,문경시,처리업체,인원(명),39,2018
경북,경산시,처리업체,인원(명),90,2018
경북,의성군,처리업체,인원(명),28,2018
경북,청송군,처리업체,인원(명),0,2018
경북,영양군,처리업체,인원(명),0,2018
경북,영덕군,처리업체,인원(명),0,2018
경북,청도군,처리업체,인원(명),13,2018
경북,고령군,처리업체,인원(명),20,2018
경북,성주군,처리업체,인원(명),0,2018
경북,칠곡군,처리업체,인원(명),0,2018
경북,예천군,처리업체,인원(명),0,2018
경북,봉화군,처리업체,인원(명),39,2018
경북,울진군,처리업체,인원(명),43,2018
경북,울릉군,처리업체,인원(명),0,2018
경남,창원시,처리업체,인원(명),486,2018
경남,진주시,처리업체,인원(명),0,2018
경남,통영시,처리업체,인원(명),119,2018
경남,사천시,처리업체,인원(명),0,2018
경남,김해시,처리업체,인원(명),323,2018
경남,밀양시,처리업체,인원(명),42,2018
경남,거제시,처리업체,인원(명),0,2018
경남,양산시,처리업체,인원(명),0,2018
경남,의령군,처리업체,인원(명),0,2018
경남,함안군,처리업체,인원(명),34,2018
경남,창녕군,처리업체,인원(명),28,2018
경남,고성군,처리업체,인원(명),0,2018
경남,남해군,처리업체,인원(명),11,2018
경남,하동군,처리업체,인원(명),0,2018
경남,산청군,처리업체,인원(명),0,2018
경남,함양군,처리업체,인원(명),0,2018
경남,거창군,처리업체,인원(명),65,2018
경남,합천군,처리업체,인원(명),0,2018
제주,제주시,처리업체,인원(명),0,2018
제주,서귀포시,처리업체,인원(명),0,2018
강원,춘천시,처리업체,인원(명),100,2018
강원,원주시,처리업체,인원(명),0,2018
강원,강릉시,처리업체,인원(명),146,2018
강원,동해시,처리업체,인원(명),31,2018
강원,태백시,처리업체,인원(명),18,2018
강원,속초시,처리업체,인원(명),19,2018
강원,삼척시,처리업체,인원(명),0,2018
강원,홍천군,처리업체,인원(명),46,2018
강원,횡성군,처리업체,인원(명),26,2018
강원,영월군,처리업체,인원(명),9,2018
강원,평창군,처리업체,인원(명),0,2018
강원,정선군,처리업체,인원(명),7,2018
강원,철원군,처리업체,인원(명),30,2018
강원,화천군,처리업체,인원(명),19,2018
강원,양구군,처리업체,인원(명),0,2018
강원,인제군,처리업체,인원(명),0,2018
강원,고성군,처리업체,인원(명),15,2018
강원,양양군,처리업체,인원(명),0,2018
서울,종로구,자가처리,손수레(대),0,2018
서울,중구,자가처리,손수레(대),0,2018
서울,용산구,자가처리,손수레(대),0,2018
서울,성동구,자가처리,손수레(대),0,2018
서울,광진구,자가처리,손수레(대),0,2018
서울,동대문구,자가처리,손수레(대),0,2018
서울,중랑구,자가처리,손수레(대),0,2018
서울,성북구,자가처리,손수레(대),0,2018
서울,강북구,자가처리,손수레(대),0,2018
서울,도봉구,자가처리,손수레(대),0,2018
서울,노원구,자가처리,손수레(대),0,2018
서울,은평구,자가처리,손수레(대),0,2018
서울,서대문구,자가처리,손수레(대),0,2018
서울,마포구,자가처리,손수레(대),0,2018
서울,양천구,자가처리,손수레(대),0,2018
서울,강서구,자가처리,손수레(대),0,2018
서울,구로구,자가처리,손수레(대),0,2018
서울,금천구,자가처리,손수레(대),0,2018
서울,영등포구,자가처리,손수레(대),0,2018
서울,동작구,자가처리,손수레(대),0,2018
서울,관악구,자가처리,손수레(대),0,2018
